<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:0d9793670361e92144382ca3e5376556b0565f3976bf73220399cfb740e2843a
size 196654
=======
,PUBLISHEDDATE,ARTICLETITLE
4518,2019-10-10,e Union government on Thursday reviewed prices and the availability of tomatoes across the country and roped in retail network Safal to provide alternative products such as puree to customers.AdvertisingThe Secretary- Department of Consumer Affairs today chaired an inter-ministerial meeting to take stock of the rise in prices of tomatoes in some parts of the country
4519,2019-10-10,e Union government on Thursday reviewed prices and the availability of tomatoes across the country and roped in retail network Safal to provide alternative products such as puree to customers.AdvertisingThe Secretary- Department of Consumer Affairs today chaired an inter-ministerial meeting to take stock of the rise in prices of tomatoes in some parts of the country
4520,2019-10-11,presentative imageNEW DELHI: The Centre on Thursday directed state-run Mother Dairy to sell tomato puree from Friday through its 400-odd Safal outlets in the national capital as prices of the vegetable crossed Rs 80 a kg amid short supply.The decision was taken at an inter-ministerial meeting- which reviewed the price and supply situation of tomato. The consumer affairs ministry said Safal has agreed to provide tomato puree at Rs 25 per 200 gm pack which is equivalent to about 800 gm of tomatoes. Another larger pack worth 825 gm costing Rs 85 will also be made available.This is equivalent to about 2.5 kg of tomatoes. The stocks have already been moved to all the outlets and the sales will begin from Friday
4521,2019-10-11,presentative imageNEW DELHI: The Centre on Thursday directed state-run Mother Dairy to sell tomato puree from Friday through its 400-odd Safal outlets in the national capital as prices of the vegetable crossed Rs 80 a kg amid short supply.The decision was taken at an inter-ministerial meeting- which reviewed the price and supply situation of tomato. The consumer affairs ministry said Safal has agreed to provide tomato puree at Rs 25 per 200 gm pack which is equivalent to about 800 gm of tomatoes. Another larger pack worth 825 gm costing Rs 85 will also be made available.This is equivalent to about 2.5 kg of tomatoes. The stocks have already been moved to all the outlets and the sales will begin from Friday
4522,2019-10-16,zarre though it may sound- a man in Lucknow has been robbed of onions
4523,2019-10-16,zarre though it may sound- a man in Lucknow has been robbed of onions
4524,2019-10-18,W DELHI: The Centre has urged Delhi government to deploy adequate number of its representatives at sources in Maharashtra where onions are loaded on to trucks to ensure that truckloads of the kitchen staple are not rejected when they reach here.It was informed during the meeting that Delhi government has been rejecting some trucks arriving at Delhi despite its officers being present in Maharashtra to check the stock quality before dispatch- an official statement issued by the consumer affairs ministry said after a high-level inter-ministerial committee reviewed the price and availability of onion
4525,2019-10-18,W DELHI: The Centre has urged Delhi government to deploy adequate number of its representatives at sources in Maharashtra where onions are loaded on to trucks to ensure that truckloads of the kitchen staple are not rejected when they reach here.It was informed during the meeting that Delhi government has been rejecting some trucks arriving at Delhi despite its officers being present in Maharashtra to check the stock quality before dispatch- an official statement issued by the consumer affairs ministry said after a high-level inter-ministerial committee reviewed the price and availability of onion
4526,2019-10-18,lhi has asked the Centre to supply 10 trucks of onions per day but the Aam Aadmi Party government has rejected some of the trucks arriving in the capital- an official statement
4527,2019-10-18,lhi has asked the Centre to supply 10 trucks of onions per day but the Aam Aadmi Party government has rejected some of the trucks arriving in the capital- an official statement
4528,2019-10-19, IANSNEW DELHI: Onion prices are expected to come down in the coming days- especially after Diwali
4529,2019-10-19, IANSNEW DELHI: Onion prices are expected to come down in the coming days- especially after Diwali
4530,2019-10-19,th tomato and onion prices continuing to soar in the Capital as well as in several metros- the Centre is considering a proposal to increase cultivation of these staple vegetables in the north Indian region.In the short term
4531,2019-10-19,th tomato and onion prices continuing to soar in the Capital as well as in several metros- the Centre is considering a proposal to increase cultivation of these staple vegetables in the north Indian region.In the short term
4532,2019-10-19, IANSNEW DELHI: Possibilities of regular supply of vegetables have cooled down their prices in the wholesale market but in the retail market- prices are still disturbing the kitchen budget. Also
4533,2019-10-19, IANSNEW DELHI: Possibilities of regular supply of vegetables have cooled down their prices in the wholesale market but in the retail market- prices are still disturbing the kitchen budget. Also
4534,2019-10-23,w Delhi: To provide relief to people of the national capital from high tomato prices- the Centre has asked state-run Mother Dairy to reduce the vegetable's rates by Rs 2-3 per kg from Thursday.Presently
4535,2019-10-23,w Delhi: To provide relief to people of the national capital from high tomato prices- the Centre has asked state-run Mother Dairy to reduce the vegetable's rates by Rs 2-3 per kg from Thursday.Presently
4536,2019-10-23,e prices of vegetables in citys retail markets have shot up as large tracts of vegetable crop have been destroyed by heavy rain in the last two days.AdvertisingEven a common vegetable like brinjal is retailing at Rs 100 per kg while herbs like methi and coriander are retailing at Rs 30-40 per bunch.Heavy rain has lashed the vegetable-growing districts of Pune- Nashik
4537,2019-11-02,"A farmer in a village in Karad in western Maharashtra shows his damaged paddy crop following unseasonal rain. ... Read MoreOct rain damages a third of kharif crops in statePUNE/MUMBAI: Unseasonal rain in October has ruined kharif crops on over 54 lakh hectare of the 140 lakh hectare under cultivation in Maharashtra - with officials estimating the losses to rise""-"" affecting this year's production.Agriculture minister Anil Bonde told TOI on Friday that nearly one-third of the total area under cultivation or crops on over 54 lakh hectare have been affected by the unseasonal rainfall.Cotton and soybean crops on 17 lakh hectare each have taken the biggest hit. Other crops lost include jowar- bajra"
4538,2019-11-02,"A farmer in a village in Karad in western Maharashtra shows his damaged paddy crop following unseasonal rain. ... Read MoreOct rain damages a third of kharif crops in statePUNE/MUMBAI: Unseasonal rain in October has ruined kharif crops on over 54 lakh hectare of the 140 lakh hectare under cultivation in Maharashtra - with officials estimating the losses to rise""-"" affecting this year's production.Agriculture minister Anil Bonde told TOI on Friday that nearly one-third of the total area under cultivation or crops on over 54 lakh hectare have been affected by the unseasonal rainfall.Cotton and soybean crops on 17 lakh hectare each have taken the biggest hit. Other crops lost include jowar- bajra"
